,Unnamed: 0,index,ticket_id,type,organization,comment,photo,photo_after,coords,address,subdistrict,district,province,timestamp,state,star,count_reopen,last_activity,Pass
2081,2081,72043,2022-FGN28G,"{ถนน,ท่อระบายน้ำ}","เขตพระนคร,ฝ่ายโยธา เขตพระนคร,ผอ.เขตพระนคร (นายสัมฤทธิ์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",รบกวนตรวจสอบแก้ไข แยกเฉลิมกรุง ยังใช้เป็นฝาท่อระบายน้ำหรือจะเป็นพื้นถนน ปัจจุบันทำให้ผิวถนนยุบเป็นหลุม ไม่เรียบเสมอกัน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/f353be5045776fa9431974596f767283c761a689.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/1946e2d5c7ce7b77700eb071fc0f966c3638578f.jpg,"100.49973,13.74713",4 ถนน ตรีเพชร แขวง วังบูรพาภิรมย์ เขตพระนคร กรุงเทพมหานคร 10200 ประเทศไทย,วังบูรพาภิรมย์,พระนคร,กรุงเทพมหานคร,2022-07-04 16:16:59.69002+00,เสร็จสิ้น,3.0,0,2022-07-05 02:00:52.456808+00,1.0
2082,2082,72058,2022-MHBZW3,{ท่อระบายน้ำ},"เขตวัฒนา,ฝ่ายโยธา เขตวัฒนา,ผอ.เขตวัฒนา (น.ส.สุชิรา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อแตก รถหลายคันตกหลุม ภายในซอยปรีดีพนมยงค์42 หน้าแยก18,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/c47fa2a62f0f9c525b6375d3d78f5308d2b61e00.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/7b6d0d5f8fba5034cdb31a1938aa80dd517739ae.jpg,"100.60272,13.73512",608 ซอย ปรีดี พนมยงค์ 42 แขวง คลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ประเทศไทย,คลองตันเหนือ,วัฒนา,กรุงเทพมหานคร,2022-07-04 16:28:09.342429+00,เสร็จสิ้น,2.0,1,2022-09-12 10:25:33.070884+00,1.0
2090,2090,72206,2022-DEZWX3,{ท่อระบายน้ำ},"เขตลาดกระบัง,สำนักการระบายน้ำ กทม.,ผอ.เขตลาดกระบัง (นายธนะสิทธิ์),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ฝาท่อแตกค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/bfd5b21a7799143cce477575977c6a59f0b053b4.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/551042ceffac8b91670d296f00d0114f1900900c.jpg,"100.75447,13.72183",19 ถนน ลาดกระบัง แขวง คลองสามประเวศ เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย,ลาดกระบัง,ลาดกระบัง,กรุงเทพมหานคร,2022-07-05 00:24:18.396102+00,เสร็จสิ้น,3.0,0,2023-08-17 02:48:42.134915+00,1.0
2130,2130,73097,2022-HDETN2,"{ถนน,ท่อระบายน้ำ}","เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการระบายน้ำ กทม.,สำนักการโยธา กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 1 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.)",เนื่องด้วยถนนเย็นอากาศ บริเวณด้านหน้าโครงการบ้านสิริสาทร พบปัญหาฝาท่อระบายน้ำสูงกว่าระดับพื้นถนนตามปกติ ซึ่งทำให้การสัญจรของผู้ใช้ถนนเย็นอากาศจะประสบกับปัญหาการขับขี่หลบหลีกฝาท่อ โดยเฉพาะรถจักรยานยนต์ที่ต้องขับขี่หลบหลีกฝาท่อระบายน้ำที่มีระดับสูงกว่าพื้นถนนและมีการชำรุด ซึ่งอาจจะทำให้เกิดอุบัติเหตุของผู้สัญจรบริเวณถนนเย็นอากาศได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/c295dbe0f378a188d557385fa4518a2d8e8aa5d2.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-04/1680842138037.jpeg,"100.54729,13.71735",10 ถ. เย็นอากาศ แขวง ทุ่งมหาเมฆ เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,2022-07-05 09:06:25.996761+00,เสร็จสิ้น,5.0,0,2023-04-07 04:35:40.744053+00,1.0
2139,2139,73334,2022-YGRUCZ,"{ท่อระบายน้ำ,ถนน}","กลุ่มงานรักษาที่สาธารณะ ฝ่ายโยธา@ห้วยขวาง,เขตห้วยขวาง,สำนักการระบายน้ำ กทม.,ผอ.เขตห้วยขวาง (นายไพฑูรย์),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)","ขอแจ้งปัญหาครับ
ฝาท่อกลางถนนแยกอโศก-เพชรบุรี บริเวณหน้าตึกสิงห์ ชำรุดครับ กลัวว่าจะเกิดอันตรายได้ครับ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/d8bf8ee396ee0a437bed1185d38abe47fd1b7cdc.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/ab16075e816849e913194ec69eb416f2e888a177.jpg,"100.56521,13.74864",1669/9 บางกะปิ แขวง บางกะปิ เขตห้วยขวาง กรุงเทพมหานคร 10310 ประเทศไทย,บางกะปิ,ห้วยขวาง,กรุงเทพมหานคร,2022-07-05 11:12:11.590545+00,เสร็จสิ้น,5.0,0,2022-07-06 06:25:14.69529+00,1.0
2148,2148,73732,2022-FU7KTC,"{ท่อระบายน้ำ,ถนน}","เขตหลักสี่,ผอ.เขตหลักสี่ (นางสมฤดี),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",เสียงฝาท่อดังตลอด24ชั่วโมงบริเวณถนนหน้าโรงเรียนราชวินิตบางเขนเนื่องจากรถวิ่งเหยีบฝาท่อ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/c23eec13417005b8ba9452bcc092c308838c7c65.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/c52083071edf6b87f70bc795b570ffa13a3afa81.jpg,"100.55439,13.86032",23/1 ซอย ชินเขต 1 แขวง ทุ่งสองห้อง เขต หลักสี่ กรุงเทพมหานคร 10210 ประเทศไทย,ทุ่งสองห้อง,หลักสี่,กรุงเทพมหานคร,2022-07-05 14:35:05.906389+00,เสร็จสิ้น,5.0,0,2022-07-06 08:15:51.891071+00,1.0
2156,2156,73990,2022-EU8XYH,"{ถนน,ท่อระบายน้ำ}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,ศูนย์ก่อสร้างและบูรณะถนน 3 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.,สำนักการโยธา กทม.,เขตจตุจักร,สำนักการระบายน้ำ กทม.","ขอบฝาท่อบนถนนเลนซ้ายเป็นหลุมหลายจุดค่ะ 
เลนซ้ายสุด ตั้งแต่ลงสะพานข้ามแยกรัชโยธิน ถนนพหลโยธิน จนเกือบถึงกองบังคับการปราบปรามค่ะ",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/6c4399b9a78e817bea74805427f2aaaff8dc7618.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2024-01/1706292124639.jpeg,"100.56354,13.81917",เลขที่ 229 โครงการ3 ซอย 45/1 แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จอมพล,จตุจักร,กรุงเทพมหานคร,2022-07-06 00:24:36.709741+00,เสร็จสิ้น,5.0,1,2024-01-26 18:02:06.145972+00,1.0
2161,2161,74152,2022-6DALMX,"{ถนน,ความปลอดภัย,สะพาน,ท่อระบายน้ำ}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,ผอ.เขตดุสิต (น.ส.รุจิรา),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),เขตดุสิต,สำนักการระบายน้ำ กทม.",ถนนขาว บริเวณที่ลงจากสะพานกรุงธน ถนนเลนซ้ายสุดมีการปรับปรุงท่อระบายน้ำ ทำให้ถนนไม่สม่ำเสมอ อันตรายต่อรถจักรยานยนต์ค่ะ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/660416f04a5290f5a2fdc23e514e4236fccc7217.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-11/7f670a780b34ea1807444394c82afc4eedc820c2.jpg,"100.50607,13.78049",3 ถนนขาว แขวง วชิรพยาบาล เขตดุสิต กรุงเทพมหานคร 10300 ประเทศไทย,วชิรพยาบาล,ดุสิต,กรุงเทพมหานคร,2022-07-06 02:11:03.40894+00,เสร็จสิ้น,4.0,0,2022-11-09 02:47:08.37591+00,1.0
2195,2195,74958,2022-CX6MWC,{ท่อระบายน้ำ},"กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตจตุจักร,สำนักการระบายน้ำ กทม.,สำนักการโยธา กทม.,ผอ.เขตจตุจักร (นางสาวภัทร์กร),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",ท่อระบายน้ำ (ทุก) หลายท่อ ไม่เรียบมีระยะทางยาว,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/bce11f64c5eeb8e02d1d54a1f1d6a1a5a2683cf9.jpg,,"100.56382,13.81899",372 ถ. พหลโยธิน แขวง จตุจักร เขตจตุจักร กรุงเทพมหานคร 10900 ประเทศไทย,จอมพล,จตุจักร,กรุงเทพมหานคร,2022-07-06 11:20:26.276101+00,เสร็จสิ้น,,0,2022-08-14 02:40:42.747158+00,1.0
2199,2199,75027,2022-BBVQTR,"{ความปลอดภัย,ท่อระบายน้ำ}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตราชเทวี,สำนักการระบายน้ำ กทม.,ผอ.เขตราชเทวี (นายกรณิศ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร)",ฝาท่อบนถนนราชวิถี บริเวณหน้าสวนสันติภาพไม่เรียบ ทุกครั้งที่ขับรถมอเตอร์ไซค์ผ่านบริเวณนี้มีความเสี่ยงที่จะเกิดอันตราย ขอให้เจ้าหน้าที่มาตรวจสอบและแก้ไขด้วยครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/927773b6dca99d5f3a1a6afd69da584ecffd22f0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/4957b88da3ba6726c962171a7f4813cc8d54939f.jpg,"100.54185,13.76319",456/3 ถ. ราชวิถี แขวง ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย,ถนนพญาไท,ราชเทวี,กรุงเทพมหานคร,2022-07-06 11:57:38.10179+00,เสร็จสิ้น,,0,2022-07-23 04:01:23.628443+00,1.0
2200,2200,75030,2022-4R7U7D,{ท่อระบายน้ำ},"กองออกแบบด้านไฟฟ้า  ฝ่ายออกแบบระบบไฟฟ้าและงานวิศวกรรมโยธา การไฟฟ้านครหลวง (กอฟ. ฝอบ. กฟน.),เขตพญาไท,สำนักการโยธา กทม.,การไฟฟ้านครหลวง MEA,การไฟฟ้านครหลวง เขตสามเสน,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ",ฝาท่อ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/a4b81eb4e391c1dfcb75309f58b30d8f1e0f527f.jpg,,"100.54797,13.78977",1425 ถนน พหลโยธิน แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2022-07-06 11:58:43.109971+00,กำลังดำเนินการ,,0,2024-01-31 04:48:14.582999+00,1.0
2205,2205,75378,2022-ZXXVWT,{ท่อระบายน้ำ},"กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.,การไฟฟ้านครหลวง MEA,เขตปทุมวัน,สำนักการโยธา กทม.,การไฟฟ้านครหลวง เขตคลองเตย,การไฟฟ้านครหลวง ฝ่ายบริหารโครงการ,สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.)",ฝาท่ออยู่ต่ำกว่าพื้นถนน เสี่ยงต่อรถจักรยานยนต์ล้ม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/86a48fb4b27700708fc44a68aeacaebf5be0e2c4.jpg,,"100.53902,13.73616",183 อาคารรีเจ้นท์เฮ้าส์ ชั้น 8 ถนน ราชดำริ แขวง ลุมพินี เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,ลุมพินี,ปทุมวัน,กรุงเทพมหานคร,2022-07-06 15:56:32.291722+00,กำลังดำเนินการ,,0,2023-07-21 03:49:05.672374+00,1.0
2243,2243,76519,2022-FNAKPR,{ท่อระบายน้ำ},"เขตคลองสาน,ฝ่ายโยธา เขตคลองสาน,สำนักการโยธา กทม.,การไฟฟ้านครหลวง MEA,ผอ.เขตคลองสาน (ว่าที่ ร.ต.สรวุฒิ),กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต),การไฟฟ้านครหลวง เขตวัดเลียบ",ฝาท่อปิดไม่สนิท มีเสียงเมื่อรถวิ่งผ่าน,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/0d7b4925338a400cc4242db4ef5e7b14ccbb3744.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/54f37e283eca00a93bf39b74ae56bf3727298726.jpg,"100.50875,13.72154",390 ถ. เจริญนคร แขวง คลองต้นไทร เขตคลองสาน กรุงเทพมหานคร 10600 ประเทศไทย,คลองต้นไทร,คลองสาน,กรุงเทพมหานคร,2022-07-07 10:05:32.743391+00,เสร็จสิ้น,4.0,1,2022-09-22 09:58:25.164442+00,1.0
2261,2261,76986,2022-6HKPF2,{ท่อระบายน้ำ},"เขตบางซื่อ,ฝ่ายโยธา เขตบางซื่อ,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.,ผอ.เขตบางซื่อ (นายเจษฎา),กลุ่มกรุงเทพเหนือ (นางวันทนีย์ วัฒนะ)",หัวมุมแยกวงศ์สว่าง ฝั่งบิ๊กซี เขตบางซื่อ ฝาท่อไม่เรียบ เป็นหลุม ขอให้พิจารณาแก้ไขครับ.....,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/1412bc6003c037ab12754526fd1ef42df9daf5d1.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-08/2eb9eb3baee5116e4d44dadbdd5ea0d8b15425ed.jpg,"100.52850,13.82815","427/29 PRACHARASD 2 Bang Sue,Bangkok 10800 แขวง วงศ์สว่าง เขตบางซื่อ กรุงเทพมหานคร 10800 ประเทศไทย",วงศ์สว่าง,บางซื่อ,กรุงเทพมหานคร,2022-07-07 15:05:08.920795+00,เสร็จสิ้น,5.0,0,2022-08-21 05:15:14.79771+00,1.0
2268,2268,77283,2022-NGV43H,"{ท่อระบายน้ำ,ถนน,ทางเท้า}","เขตประเวศ,ฝ่ายโยธา เขตประเวศ,ผอ.เขตประเวศ (นายดิชา),กลุ่มกรุงเทพตะวันออก (นายณรงค์ เรืองศรี)",ทางเท้าเหนือท่อระบายน้ำจากถนนซอย 28 แตกชำรุด น้ำจากถนนซอยไม่สามารถไหลลงท่อระบายน้ำได้,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/8e37760570bbf9266613ab9d606d4bdc00284cc0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/63cabc9a0cbc0c54f07c12667426b167ff29b744.jpg,"100.68265,13.67830",MMHM+83X ซอย หมู่บ้านเดอะบัลโคนี่โฮม แขวง ดอกไม้ เขต ประเวศ กรุงเทพมหานคร 10250 ประเทศไทย,ดอกไม้,ประเวศ,กรุงเทพมหานคร,2022-07-08 01:38:01.349195+00,เสร็จสิ้น,5.0,0,2022-07-11 05:28:04.686007+00,1.0
2280,2280,77597,2022-6XP94U,"{ท่อระบายน้ำ,ถนน}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),ฝ่ายโยธา เขตบางกอกน้อย,สำนักการระบายน้ำ กทม.,เขตบางกอกน้อย,กลุ่มกรุงธนเหนือ (นายเฉลิมพล โชตินุชิต),สำนักงานคณะกรรมการกิจการกระจายเสียง กิจการโทรทัศน์และกิจการโทรคมนาคมแห่งชาติ (กสทช.),ผอ.เขตบางกอกน้อย (ดร.วรชล)",ท่อระบายน้ำต่ำกว่าถนน รถพังไปแล้วหลายคันกลางคืนอนะตรายมาก,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/55ac37a95f8d6116cecfac20fa5b7318c2218a63.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-02/1677132623544.jpeg,"100.46344,13.75844",269/94 ซอย จรัญสนิทวงศ์ 35 จรัญสนิทวงศ์ แขวง บางขุนศรี เขตบางกอกน้อย กรุงเทพมหานคร 10700 ประเทศไทย,บางขุนศรี,บางกอกน้อย,กรุงเทพมหานคร,2022-07-08 04:58:00.877304+00,เสร็จสิ้น,,0,2023-02-23 06:10:26.069851+00,1.0
2281,2281,77613,2022-GL3DYM,"{ท่อระบายน้ำ,ความปลอดภัย,ถนน}","เขตทุ่งครุ,ฝ่ายโยธา เขตทุ่งครุ,สำนักการโยธา กทม.,ศูนย์ก่อสร้างและบูรณะถนน 2 ส่วนก่อสร้างและบูรณะ 2 สำนักงานก่อสร้างและบูรณะ (สกบ.สนย.),สำนักงานก่อสร้างและบูรณะ สำนักการโยธา (สกบ.สนย.) กทม.",ฝาท่อเหล็กตลอดเส้นทางพุทธบูชา ตั้งแต่เลี้ยวเข้าจากถนนพระราม 2 จนถึงแยกนาหลวง มีหลายฝาท่อ ทียุบตัวลง น้อยบ้าง มากบ้าง เป็นปัญหากับการขับขี่ โดยเฉพาะมอเตอร์ไซต์ จะอันตรายมาก ฝากทยอยไล่แก้ไขไปทีละจุดที่ยุบเยอะๆก่อนก็ได้ครับ ตามตัวอย่างภาพที่แนบมาได้แค่ 1 ภาพนะครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/02666e31249ecdeeea76d5ff9c881747843fa333.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-03/1677646936468.jpeg,"100.47165,13.65912",เลขที่ ตลาดสวนหมาก ถนน พุทธบูชา แขวง บางมด เขตทุ่งครุ กรุงเทพมหานคร 10140 ประเทศไทย,บางมด,ทุ่งครุ,กรุงเทพมหานคร,2022-07-08 05:10:45.071196+00,เสร็จสิ้น,,1,2023-03-01 05:02:19.019753+00,1.0
2283,2283,77625,2022-M6DA7U,"{ท่อระบายน้ำ,ถนน}","เขตบางคอแหลม,ฝ่ายโยธา เขตบางคอแหลม,สำนักการโยธา กทม.,การไฟฟ้านครหลวง MEA,การไฟฟ้านครหลวง เขตยานนาวา,ผอ.เขตบางคอแหลม (นางวาสนา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)","บริเวรแยกถนนตก ฝั่งเจริญกรุงมุ่งหน้าถนนตก
ฝาท่อและพื้นถนน เป็นหลุมยุบลงไป",https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/0f2a6f306d3ce4525c76a73ead62f7934202da5a.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/b4f3105fb5cf8f5b722014d8b1eae119b86a34ab.jpg,"100.49713,13.69724",2586 ถ. พระรามที่ 3 แขวง บางคอแหลม เขตบางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย,บางคอแหลม,บางคอแหลม,กรุงเทพมหานคร,2022-07-08 05:17:18.546923+00,เสร็จสิ้น,,0,2022-07-10 08:17:57.959911+00,1.0
2298,2298,78242,2022-FCBE3E,{ท่อระบายน้ำ},"เขตบางนา,ฝ่ายโยธา เขตบางนา,ผอ.เขตบางนา (น.ส.โศรยา),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",ฝาท่อเป็นหลุดตลอดซอยลาซาล 55,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/4288ef2c30c9a40392948a3bc5196331796420c6.jpg,,"100.63007,13.66072",3/76 ซอย ลาซาล 55 แขวง บางนา เขตบางนา กรุงเทพมหานคร 10260 ประเทศไทย,บางนาใต้,บางนา,กรุงเทพมหานคร,2022-07-08 10:42:35.31395+00,กำลังดำเนินการ,,0,2022-10-24 05:47:32.082945+00,1.0
2306,2306,78525,2022-3M4QDK,"{ถนน,ท่อระบายน้ำ,แสงสว่าง,ความปลอดภัย,น้ำท่วม}","เขตสาทร,ฝ่ายโยธา เขตสาทร,สำนักการโยธา กทม.,สำนักการระบายน้ำ กทม.,ผอ.เขตสาทร (นายชาติชาย),กลุ่มกรุงเทพใต้ (นายชาตรี วัฒนเขจร)",เขตสาทร ใต้ถนนเชื้อเพลิงถนนพระราม 4 เส้นขาออกจากถนนเชื้อเพลิงไปพระราม 4 ช่วงที่ขนานกับทางลงทางด่วน น้ำท่วมขังทั้งๆ ที่ตกแปบเดียว ถนนเป็นหลุมบ่อ  วิ่งมาถนนมืดจะมองไม่เห็น เลนขวาเทยางมะตอยแต่ฝาท่อลึกกว่าถนนทั้งแถวรถมาเบียงหลบซ้ายทีขวาที แถมรถลงมาจากทางด่วนด้วยความเร็วเบรคไม่ทันแน่นอนครับ อันตรายมากครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/a1659d9f0eaa5366c09a1f0fe6a9744b5dff4e94.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/e417e53e9b136e0a3ec127801171d999a0715d1e.jpg,"100.55296,13.71740",PH83+X7Q แขวง ทุ่งมหาเมฆ เขต สาทร กรุงเทพมหานคร 10120 ประเทศไทย,ทุ่งมหาเมฆ,สาทร,กรุงเทพมหานคร,2022-07-08 13:35:02.16807+00,เสร็จสิ้น,5.0,0,2023-12-20 01:21:16.922991+00,1.0
2309,2309,78684,2022-N8TKAQ,"{ถนน,ความปลอดภัย,ท่อระบายน้ำ}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตราชเทวี",ฝาท่อตรงถนนเลนที่ 2 หน้า รร bangkok venice suite เป็นฝาท่อเหล็ก บุ๋มลงไปไม่เรียบกับพื้นถนนครับ รถมอเตอร์ไซต์วิ่งมาเร็วๆ กระแทกแรงมากครับ ฝนตกก็อันตรายมากครับ ฝากด้วยนะครับ ขอบพระคุณมากครับ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/f475ed47f4a1f85c0d35660172c056e453cc4944.jpg,,"100.54465,13.74890",ท่าชิดลม แขวง มักกะสัน เขตราชเทวี กรุงเทพมหานคร 10330 ประเทศไทย,มักกะสัน,ราชเทวี,กรุงเทพมหานคร,2022-07-08 18:30:23.074879+00,กำลังดำเนินการ,,0,2023-02-20 04:29:46.950612+00,1.0
2321,2321,79081,2022-NLU3WH,"{ท่อระบายน้ำ,น้ำท่วม}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,ฝ่ายโยธา เขตพญาไท,เขตพญาไท,สำนักการระบายน้ำ กทม.,ผอ.เขตพญาไท (นายพัลลภ),กลุ่มกรุงเทพกลาง (นายสุขสันต์ กิตติศุภกร),ฝ่ายเทศกิจ เขตพญาไท",ทำท่อระบายน้ำใหม่ แต่น้ำท่วมมาก ไขมันลอยเต็ม,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/d3e5831572899404527f03643cd7c5bebe6a4cd0.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-09/c5b66a39c4e6cdd4e848e787e8cf28cdbb5f2107.png,"100.53230,13.78080",51/9 เศรษฐศิริ 1 แขวง สามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ประเทศไทย,สามเสนใน,พญาไท,กรุงเทพมหานคร,2022-07-09 04:01:44.288587+00,เสร็จสิ้น,3.0,0,2022-09-17 12:19:11.668344+00,1.0
2327,2327,79161,2022-74GL94,"{ท่อระบายน้ำ,เสียงรบกวน}","บริษัท โทรคมนาคมแห่งชาติ จำกัด (มหาชน),เขตบางขุนเทียน,สำนักการโยธา กทม.,กองแผนงานและประสานสาธารณูปโภค สำนักการโยธา (กผภ.สนย.) กทม.",แจ้งฝาท่อไม่เสมอ รถวิ่งกระแทกเสียงดัง สร้างความรำคาญ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/5c1a6505606ddac215306df623f4a84a3d9547d5.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2023-11/1700727502835.jpeg,"100.43147,13.64638",21/27 ถนนบางขุนเทียน-ชายทะเล แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150 ประเทศไทย,แสมดำ,บางขุนเทียน,กรุงเทพมหานคร,2022-07-09 04:45:56.629167+00,เสร็จสิ้น,,0,2023-11-23 08:18:24.666208+00,1.0
2330,2330,79277,2022-93MBCR,{ท่อระบายน้ำ},"เขตบางบอน,ฝ่ายโยธา เขตบางบอน,ผอ.เขตบางบอน (นางทวีพร),กลุ่มกรุงธนใต้ (นายเฉลิมพล โชตินุชิต)",ฝาท่อปิดไม่เรียบร้อย,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/037063d899686d93180b74808173babbf7a91306.jpg,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/b8935011e4bd8444c67f9ca36f4f47d2ce80e7ca.jpg,"100.40418,13.66201",52 20 ถ. เอกชัย แขวง บางบอน เขตบางบอน กรุงเทพมหานคร 10150 ประเทศไทย,บางบอนใต้,บางบอน,กรุงเทพมหานคร,2022-07-09 06:07:50.274392+00,เสร็จสิ้น,4.0,0,2022-07-13 12:29:33.961732+00,1.0
2347,2347,79991,2022-78F8MX,"{ถนน,ท่อระบายน้ำ}","กองระบบท่อระบายน้ำ สำนักการระบายน้ำ,เขตปทุมวัน,สำนักการระบายน้ำ กทม.",ถนนเป็นเนินสูงขึ้นมาบริเวณทีาเป็นฝาท่อ,https://storage.googleapis.com/traffy_public_bucket/attachment/2022-07/4adc811432edff72ae80c47462c37b7b6d32490e.jpg,,"100.53073,13.74674",939 ถนน พระรามที่ ๑ แขวง วังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ประเทศไทย,วังใหม่,ปทุมวัน,กรุงเทพมหานคร,2022-07-09 20:20:57.494279+00,กำลังดำเนินการ,,0,2022-07-10 04:22:58.037076+00,1.0
